PassengerId,Survived,Pclass,Sex,Age,Fare,Cabin
765,0,3,1,16,7.775,6.08
768,0,3,0,30.5,7.75,6.08
769,0,3,1,,24.15,6.08
770,0,3,1,32,8.3625,6.08
771,0,3,1,24,9.5,6.08
772,0,3,1,48,7.8542,6.08
774,0,3,1,,7.225,6.08
776,0,3,1,18,7.75,6.08
778,1,3,0,5,12.475,6.08
779,0,3,1,,7.7375,6.08
781,1,3,0,13,7.2292,6.08
784,0,3,1,,23.45,6.08
785,0,3,1,25,7.05,6.08
786,0,3,1,25,7.25,6.08
787,1,3,0,18,7.4958,6.08
788,0,3,1,8,29.125,6.08
789,1,3,1,1,20.575,6.08
791,0,3,1,,7.75,6.08
793,0,3,0,,69.55,6.08
795,0,3,1,25,7.8958,6.08
798,1,3,0,31,8.6833,6.08
799,0,3,1,30,7.2292,6.08
800,0,3,0,30,24.15,6.08
804,1,3,1,0.42,8.5167,6.08
805,1,3,1,27,6.975,6.08
806,0,3,1,31,7.775,6.08
808,0,3,0,18,7.775,6.08
811,0,3,1,26,7.8875,6.08
812,0,3,1,39,24.15,6.08
814,0,3,0,6,31.275,6.08
815,0,3,1,30.5,8.05,6.08
817,0,3,0,23,7.925,6.08
819,0,3,1,43,6.45,6.08
820,0,3,1,10,27.9,6.08
822,1,3,1,27,8.6625,6.08
825,0,3,1,2,39.6875,6.08
826,0,3,1,,6.95,6.08
827,0,3,1,,56.4958,6.08
829,1,3,1,,7.75,6.08
831,1,3,0,15,14.4542,6.08
833,0,3,1,,7.2292,6.08
834,0,3,1,23,7.8542,6.08
835,0,3,1,18,8.3,6.08
837,0,3,1,21,8.6625,6.08
838,0,3,1,,8.05,6.08
839,1,3,1,32,56.4958,6.08
841,0,3,1,20,7.925,6.08
844,0,3,1,34.5,6.4375,6.08
845,0,3,1,17,8.6625,6.08
846,0,3,1,42,7.55,6.08
847,0,3,1,,69.55,6.08
848,0,3,1,35,7.8958,6.08
851,0,3,1,4,31.275,6.08
852,0,3,1,74,7.775,6.08
853,0,3,0,9,15.2458,6.08
856,1,3,0,18,9.35,6.08
859,1,3,0,24,19.2583,6.08
860,0,3,1,,7.2292,6.08
861,0,3,1,41,14.1083,6.08
864,0,3,0,,69.55,6.08
869,0,3,1,,9.5,6.08
870,1,3,1,4,11.1333,6.08
871,0,3,1,26,7.8958,6.08
874,0,3,1,47,9,6.08
876,1,3,0,15,7.225,6.08
877,0,3,1,20,9.8458,6.08
878,0,3,1,19,7.8958,6.08
879,0,3,1,,7.8958,6.08
882,0,3,1,33,7.8958,6.08
883,0,3,0,22,10.5167,6.08
885,0,3,1,25,7.05,6.08
886,0,3,0,39,29.125,6.08
889,0,3,0,,23.45,6.08
891,0,3,1,32,7.75,6.08
430,1,3,1,32,8.05,5
752,1,3,1,6,12.475,5
824,1,3,0,27,12.475,5
76,0,3,1,25,7.65,6
129,1,3,0,,22.3583,6
700,0,3,1,42,7.65,6
716,0,3,1,19,7.65,6
777,0,3,1,,7.75,6
11,1,3,0,4,16.7,7
206,0,3,0,2,10.4625,7
252,0,3,0,29,10.4625,7
395,1,3,0,24,16.7,7
